movie_title,director,release_date,genre,MPAA_rating,revenue,character,voice-actor
The Legend of Coyote Rock,,,,,,Bent-Tail the Coyote,Unknown
Sheep Dog,,,,,,Bent-Tail Junior,Unknown
An Extremely Goofy Movie,,,,,,Beret Girl,Vicki Lewis
An Extremely Goofy Movie,,,,,,Bradley Uppercrust III,Jeff Bennett
An Extremely Goofy Movie,,,,,,Sylvia Marpole,Bebe Neuwirth
An Extremely Goofy Movie,,,,,,Tank,Brad Garrett
Three Little Pigs,,,,,,Big Bad Wolf,Billy Bletcher
Three Little Pigs,,,,,,Fiddler Pig,Mary Moder
Three Little Pigs,,,,,,Fifer Pig,Dorothy Compton
Three Little Pigs,,,,,,Practical Pig,Pinto Colvig
Darkwing Duck,,,,,,Binkie Muddlefoot,Susan Tolsky
Darkwing Duck,,,,,,Derek Blunt,Peter Renaday
Darkwing Duck,,,,,,Dr. Reginald Bushroot,Tino Insana
Darkwing Duck,,,,,,Drake Mallard (Darkwing Duck),Jim Cummings
Darkwing Duck,,,,,,Gosalyn Mallard,Christine Cavanaugh
Darkwing Duck,,,,,,Herb Muddlefoot,Jim Cummings
Darkwing Duck,,,,,,Honker Muddlefoot,Katie Leigh
Darkwing Duck,,,,,,J. Gander Hooter,Danny Mann
Darkwing Duck,,,,,,Liquidator !The Liquidator,Jack Angel
Darkwing Duck,,,,,,Megavolt,Dan Castellaneta
Darkwing Duck,,,,,,Morgana McCawber,Kath Soucie
Darkwing Duck,,,,,,NegaDuck,Jim Cummings
Darkwing Duck,,,,,,Quackerjack,Michael Bell
Darkwing Duck,,,,,,Rhoda Dendron,Jennifer Darling
Darkwing Duck,,,,,,Steelbeak,Rob Paulsen
Darkwing Duck,,,,,,Tank Muddlefoot,Dana Hill
Darkwing Duck,,,,,,Taurus Bulba,Tim Curry
Darkwing Duck,,,,,,Tuskernini,Kenneth Mars
Darkwing Duck,,,,,,Vladimir Goudenov Grizzlikof,Ron Feinberg
Tinker Bell and the Lost Treasure,,,,,,Blaze,None
Disney Fairies,,,,,,Bobble,Rob Paulsen
Disney Fairies,,,,,,Clank,Jeff Bennett
Disney Fairies,,,,,,Fairy Mary,Jane Horrocks
Disney Fairies,,,,,,Fawn,America Ferrera
Disney Fairies,,,,,,Iridessa,Raven-Symoné
Disney Fairies,,,,,,Queen Clarion,Anjelica Huston
Disney Fairies,,,,,,Rosetta,Kristin Chenoweth
Disney Fairies,,,,,,Silvermist,Lucy Liu
Disney Fairies,,,,,,Terence,Jesse McCartney
Disney Fairies,,,,,,Vidia,Pamela Adlon
Bonkers,,,,,,Bonkers D. Bobcat,Jim Cummings
Bonkers,,,,,,Fall-Apart Rabbit,Frank Welker
Bonkers,,,,,,Miranda Wright,Karla DeVito
Bonkers,,,,,,Toots,Frank Welker
Timon and Pumbaa,,,,,,Boss Beaver,Brad Garrett
Timon and Pumbaa,,,,,,Cheetata and Cheetato,Rob Paulsen; Jim Cummings
Timon and Pumbaa,,,,,,Fred,S. Scott Bullock
Timon and Pumbaa,,,,,,Natives,Jeff Bennett
Timon and Pumbaa,,,,,,Quint,Corey Burton
Timon and Pumbaa,,,,,,Smolder the Bear,Jim Cummings
Timon and Pumbaa,,,,,,Speedy the Snail,Corey Burton
Timon and Pumbaa,,,,,,Vulture Police,Townsend Coleman; Brian Cummings
Silly Symphonies,,,,,,Bucky Bug,None
Silly Symphonies,,,,,,Elmer Elephant,None
Silly Symphonies,,,,,,Ferdinand the Bull,Milt Kahl
Silly Symphonies,,,,,,Jenny Wren,Martha Wentworth
Silly Symphonies,,,,,,Joe Giraffe,Pinto Colvig
Silly Symphonies,,,,,,Joey Hippo,None
Silly Symphonies,,,,,,Tillie Tiger,Alyce Ardell
Bone Trouble,,,,,,Butch the Bulldog,Frank Welker
101 Dalmatians: The Series,,,,,,Cadpig,Kath Soucie
101 Dalmatians: The Series,,,,,,Spot,Tara Strong
One Hundred and One Dalmatians,,,,,,The Captain,Thurl Ravenscroft
One Hundred and One Dalmatians,,,,,,Duchess,Marjorie Bennett
One Hundred and One Dalmatians,,,,,,Lucky,Mimi Gibson
One Hundred and One Dalmatians,,,,,,Nanny,Martha Wentworth
One Hundred and One Dalmatians,,,,,,Patch,Mickey Maga
One Hundred and One Dalmatians,,,,,,Penny,Sandra Abbott
One Hundred and One Dalmatians,,,,,,Princess,Queenie Leonard
One Hundred and One Dalmatians,,,,,,Rolly,Barbara Beaird
The Fox and the Hound 2,,,,,,Cash,Patrick Swayze
The Fox and the Hound 2,,,,,,Dixie,Reba McEntire
The Fox and the Hound 2,,,,,,Granny Rose,Vicki Lawrence
The Fox and the Hound 2,,,,,,Lyle,Jeff Foxworthy
Aladdin and the King of Thieves,,,,,,Cassim,John Rhys-Davies
Aladdin and the King of Thieves,,,,,,Sa'luk,Jerry Orbach
Belle's Magical World,,,,,,Chandeleria,April Winchell
Belle's Magical World,,,,,,Crane,Jeff Bennett
Belle's Magical World,,,,,,Le Plufme,Rob Paulsen
Belle's Magical World,,,,,,Webster,Jim Cummings
Belle's Magical World,,,,,,Witherspoon,None
Goof Troop,,,,,,Chainsaw,Frank Welker
Goof Troop,,,,,,Max Goof,Dana Hill; Jason Marsden
Goof Troop,,,,,,Peg Pete,April Winchell
Goof Troop,,,,,,Pete Junior,Rob Paulsen
Goof Troop,,,,,,Pistol Pete,Nancy Cartwright
Goof Troop,,,,,,Waffles,Frank Welker
Private Pluto,,,,,,Chip,James MacDonald
Private Pluto,,,,,,Dale,Dessie Flynn; Corey Burton
Winnie the Pooh and the Honey Tree,,,,,,Christopher Robin,Bruce Reitherman
Winnie the Pooh and the Honey Tree,,,,,,Eeyore,Ralph Wright
Winnie the Pooh and the Honey Tree,,,,,,Gopher,Howard Morris; Michael Gough
Winnie the Pooh and the Honey Tree,,,,,,Kanga,Barbara Luddy
Winnie the Pooh and the Honey Tree,,,,,,Owl,Hal Smith
Winnie the Pooh and the Honey Tree,,,,,,Rabbit,Junius Matthews
Winnie the Pooh and the Honey Tree,,,,,,Roo,Clint Howard
Winnie the Pooh and the Honey Tree,,,,,,Roo,Dori Whittaker
Winnie the Pooh and the Honey Tree,,,,,,Winnie the Pooh,Sterling Holloway
Orphan's Benefit,,,,,,Clara Cluck,Florence Gill
Plane Crazy,,,,,,Clarabelle Cow,Marcellite Garner
Plane Crazy,,,,,,Minnie Mouse,Walt Disney; Marcellite Garner
The Little Mermaid II: Return to the Sea,,,,,,Cloak and Dagger,None
The Little Mermaid II: Return to the Sea,,,,,,Dash,Stephen Furst
The Little Mermaid II: Return to the Sea,,,,,,Melody,Tara Strong
The Little Mermaid II: Return to the Sea,,,,,,Morgana,Pat Carroll
The Little Mermaid II: Return to the Sea,,,,,,Tip,Max Casella
Mr. Duck Steps Out,,,,,,Daisy Duck,Clarence Nash; Gloria Blondell
Return to Never Land,,,,,,Danny,Andrew McDonough
Return to Never Land,,,,,,Edward,Roger Rees
Return to Never Land,,,,,,Jane,Harriet Owen
Return to Never Land,,,,,,The Octopus,Frank Welker
My Friends Tigger & Pooh,,,,,,Darby,Chloë Grace Moretz
Donald's Nephews,,,,,,Dewey,Clarence Nash; Russi Taylor
Donald's Nephews,,,,,,Huey,Clarence Nash; Russi Taylor
Donald's Nephews,,,,,,Louie,Clarence Nash; Russi Taylor
The Sleepwalker,,,,,,Dinah the Dachshund,None
TaleSpin,,,,,,Don Karnage,Jim Cummings
TaleSpin,,,,,,Kit Cloudkicker,R. J. Williams; Alan Roberts
The Wise Little Hen,,,,,,Donald Duck,Clarence Nash; Tony Anselmo
The Wise Little Hen,,,,,,Peter Pig,Pinto Colvig
Stitch! The Movie,,,,,,Dr. Jacques von Hamsterviel,Jeff Bennett
Pete's Dragon,,,,,,Elliott,Charlie Callas
Chip 'n Dale Rescue Rangers,,,,,,Fat Cat,Jim Cummings
Chip 'n Dale Rescue Rangers,,,,,,Gadget Hackwrench,Tress MacNeille
Chip 'n Dale Rescue Rangers,,,,,,Monterey Jack,Jim Cummings
Chip 'n Dale Rescue Rangers,,,,,,Professor Norton Nimnul,Jim Cummings
Chip 'n Dale Rescue Rangers,,,,,,Zipper,Corey Burton
Mickey's Steam Roller,,,,,,Ferdie Fieldmouse,None
Mickey's Steam Roller,,,,,,Morty Fieldmouse,None
Journey into Imagination with Figment,,,,,,Figment,Dave Goelz
Higglytown Heroes,,,,,,Fran,Edie McClurg
Secret of the Wings,,,,,,Gliss,Grey Delisle
Secret of the Wings,,,,,,Periwinkle,Lucy Hale
Mickey's Revue,,,,,,Goofy,Pinto Colvig; Bill Farmer
"This is Your Life, Donald Duck",,,,,,Grandma Duck,June Foray
Bambi II,,,,,,The Groundhog,Brian Pimental
Bambi II,,,,,,Mena,Cree Summer
Bambi II,,,,,,Ronno,Anthony Ghannam
Donald's Cousin Gus,,,,,,Gus Goose,Clarence Nash
The Plow Boy,,,,,,Horace Horsecollar,Walt Disney; Bill Farmer
Hold That Pose,,,,,,Humphrey the Bear,Jimmy MacDonald; Jim Cummings
Grin and Bear It,,,,,,J. Audubon Woodlore,Bill Thompson
The Lion King II: Simba's Pride,,,,,,Kiara,Michelle Horn; Neve Campbell
The Lion King II: Simba's Pride,,,,,,Kovu,Ryan O'Donohue; Jason Marsden
The Lion King II: Simba's Pride,,,,,,Nuka,Andy Dick
The Lion King II: Simba's Pride,,,,,,Vitani,Lacey Chabert; Jennifer Lien
The Lion King II: Simba's Pride,,,,,,Zira,Suzanne Pleshette
The Hunchback of Notre Dame II,,,,,,Lady DeBurne,April Winchell
The Hunchback of Notre Dame II,,,,,,Madellaine,Jennifer Love Hewitt
The Hunchback of Notre Dame II,,,,,,Sarousch,Michael McKean
The Hunchback of Notre Dame II,,,,,,Zephyr,Haley Joel Osment
The Porker's Court,,,,,,Lil Bad Wolf,Andrew Lawrence
Tinker Bell and the Great Fairy Rescue,,,,,,Lizzy Griffths,Lauren Mote
An Adventure in Color,,,,,,Ludwig Von Drake,Paul Frees
The Emperor's New School,,,,,,Malina,Jessica Di Cicco
The Tortoise and the Hare,,,,,,Max Hare,Ned Norton
The Tortoise and the Hare,,,,,,Toby Tortoise,Eddie Holden
Steamboat Willie,,,,,,Mickey Mouse,Walt Disney
Aladdin (TV series),,,,,,Mirage,Bebe Neuwirth
Aladdin (TV series),,,,,,Xerxes,Frank Welker
Mickey's Rival,,,,,,Mortimer Mouse,Maurice LaMarche
Aladdin in Nasira's Revenge,,,,,,Nasira,Jodi Benson
Trolley Troubles,,,,,,Oswald the Lucky Rabbit,Frank Welker
Pepper Ann,,,,,,Pepper Ann Pearson,Kathleen Wilhoite
Alice Solves the Puzzle,,,,,,Pete,Billy Bletcher; Jim Cummings
Winnie the Pooh and the Blustery Day,,,,,,Piglet,John Fiedler
Winnie the Pooh and the Blustery Day,,,,,,Tigger,Paul Winchell
The Chain Gang,,,,,,Pluto,Pinto Colvig; Bill Farmer
Tangled Ever After,,,,,,Queen,Kari Wahlgren
The Little Mermaid: Ariel's Beginning,,,,,,Queen Athena,Lorelei Hill Butters
Mulan 2,,,,,,Sha-ron,Mary Gibbs
The Reluctant Dragon,,,,,,Sir Giles,Claud Allister
The Reluctant Dragon,,,,,,Tobias the Reluctant Dragon,Barnett Parker
The Lion King 1½,,,,,,Timon's Mother,Julie Kavner
The Lion King 1½,,,,,,Uncle Max,Jerry Stiller
The Weekenders,,,,,,Tino Tonitini,Jason Marsden
The Pirate Fairy,,,,,,Zarina,Christina Hendricks
